,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,debutYear,seasonNum,yearID,playerID,Primary
370,111,453,78,119,25,5,12,48.0,31.0,1.0,57,75.0,3.0,10.0,3.0,2.0,7.0,1.0,109.0,109.0,2892.0,247.0,4.0,1.0,1.0,0.0,0.0,0.0,3083333.0,109000.0,5099832.782000001,180286.00000000003,5099832.782000001,0.26269315673289184,0.4194260485651214,0.3563218390804598,0.996031746031746,1988,7,1994,anderbr01,OF
371,143,554,108,145,33,10,16,64.0,26.0,7.0,87,111.0,4.0,10.0,4.0,2.0,3.0,1.0,142.0,140.0,3681.0,268.0,1.0,3.0,0.0,0.0,0.0,0.0,3333333.0,109000.0,5363332.797,175381.0,5363332.797,0.26173285198555957,0.44404332129963897,0.37059724349157736,0.9889705882352942,1988,8,1995,anderbr01,OF
372,149,579,117,172,37,5,50,110.0,21.0,8.0,76,106.0,1.0,22.0,6.0,4.0,11.0,1.0,143.0,143.0,3778.0,341.0,10.0,3.0,1.0,0.0,0.0,0.0,3613333.0,122667.0,5647639.479,191728.521,5647639.479,0.2970639032815199,0.6373056994818653,0.3964757709251101,0.9915254237288136,1988,9,1996,anderbr01,OF
373,151,590,97,170,39,7,18,73.0,18.0,12.0,84,105.0,6.0,19.0,2.0,1.0,1.0,1.0,124.0,123.0,3288.0,277.0,2.0,3.0,0.0,0.0,0.0,0.0,4050000.0,150000.0,6184350.0,229050.0,6184350.0,0.288135593220339,0.4694915254237288,0.39337175792507206,0.9893617021276596,1988,10,1997,anderbr01,OF
374,133,479,84,113,28,3,18,51.0,21.0,7.0,75,78.0,1.0,15.0,4.0,1.0,7.0,1.0,130.0,121.0,3228.0,269.0,1.0,4.0,0.0,0.0,0.0,0.0,5441843.0,170000.0,8184531.872,255680.0,8184531.872,0.2359081419624217,0.4196242171189979,0.356140350877193,0.9854014598540146,1988,11,1998,anderbr01,OF
375,150,564,109,159,28,5,24,81.0,36.0,7.0,96,105.0,7.0,24.0,1.0,7.0,6.0,1.0,136.0,134.0,3534.0,308.0,3.0,1.0,1.0,0.0,0.0,0.0,5674897.0,200000.0,8347773.486999999,294200.0,8347773.486999999,0.28191489361702127,0.4769503546099291,0.4037626628075253,0.9967948717948718,1988,12,1999,anderbr01,OF
376,141,506,89,130,26,0,19,50.0,16.0,9.0,92,103.0,5.0,8.0,5.0,7.0,4.0,1.0,127.0,124.0,3229.0,301.0,1.0,1.0,1.0,0.0,0.0,0.0,7127199.0,200000.0,10142004.177000001,284600.0,10142004.177000001,0.25691699604743085,0.4209486166007905,0.37520391517128876,0.9966996699669967,1988,13,2000,anderbr01,OF
377,131,430,50,87,12,3,8,45.0,12.0,4.0,60,77.0,4.0,8.0,2.0,1.0,3.0,1.0,120.0,109.0,2905.0,239.0,8.0,3.0,4.0,0.0,0.0,0.0,7200000.0,200000.0,9964800.0,276800.0,9964800.0,0.20232558139534884,0.3,0.3106212424849699,0.988,1988,14,2001,anderbr01,OF
404,157,620,88,188,36,2,21,80.0,3.0,4.0,34,81.0,8.0,0.0,0.0,6.0,15.0,1.0,153.0,152.0,4027.0,406.0,7.0,3.0,1.0,0.0,0.0,0.0,2200000.0,200000.0,3236199.9999999995,294200.0,3236199.9999999995,0.3032258064516129,0.4693548387096774,0.33636363636363636,0.9927884615384616,1994,6,1999,anderga01,OF
405,159,647,92,185,40,3,35,117.0,7.0,6.0,24,87.0,5.0,0.0,1.0,9.0,21.0,1.0,148.0,147.0,3926.0,380.0,5.0,4.0,0.0,0.0,0.0,0.0,3250000.0,200000.0,4624750.0,284600.0,4624750.0,0.28593508500772796,0.5193199381761978,0.3073529411764706,0.9897172236503856,1994,7,2000,anderga01,OF
406,161,672,83,194,39,2,28,123.0,13.0,6.0,27,100.0,4.0,0.0,0.0,5.0,12.0,1.0,149.0,149.0,3923.0,313.0,9.0,2.0,2.0,0.0,0.0,0.0,4500000.0,200000.0,6228000.000000001,276800.0,6228000.000000001,0.28869047619047616,0.47767857142857145,0.31392045454545453,0.9938271604938271,1994,8,2001,anderga01,OF
407,158,638,93,195,56,3,29,123.0,6.0,4.0,30,80.0,11.0,0.0,0.0,10.0,11.0,1.0,147.0,147.0,3830.0,302.0,7.0,2.0,3.0,0.0,0.0,0.0,5000000.0,200000.0,6815000.000000001,272600.00000000006,6815000.000000001,0.3056426332288401,0.5391849529780565,0.33185840707964603,0.9935691318327974,1994,9,2002,anderga01,OF
408,159,638,80,201,49,4,29,116.0,6.0,3.0,31,83.0,10.0,0.0,0.0,4.0,15.0,1.0,144.0,144.0,3724.0,326.0,13.0,1.0,2.0,0.0,0.0,0.0,5350000.0,300000.0,7126199.999999999,399599.99999999994,7126199.999999999,0.31504702194357365,0.5407523510971787,0.3447251114413076,0.9970588235294118,1994,10,2003,anderga01,OF
409,112,442,57,133,20,1,14,75.0,2.0,1.0,29,75.0,6.0,1.0,0.0,3.0,3.0,1.0,94.0,92.0,2375.0,211.0,4.0,2.0,1.0,0.0,0.0,0.0,6200000.0,300000.0,8047600.0,389400.0,8047600.0,0.3009049773755656,0.4457013574660634,0.3431578947368421,0.9907834101382489,1994,11,2004,anderga01,OF
410,142,575,68,163,34,1,17,96.0,1.0,1.0,23,84.0,8.0,0.0,0.0,5.0,13.0,1.0,106.0,106.0,2760.0,201.0,4.0,5.0,1.0,0.0,0.0,0.0,9600000.0,316000.0,12047999.999999998,396579.99999999994,12047999.999999998,0.28347826086956524,0.43478260869565216,0.30845771144278605,0.9761904761904762,1994,12,2005,anderga01,OF
411,141,543,63,152,28,2,17,85.0,1.0,0.0,38,95.0,11.0,0.0,0.0,7.0,8.0,1.0,94.0,94.0,2438.0,192.0,1.0,0.0,0.0,0.0,0.0,0.0,10600000.0,327000.0,12889600.0,397632.0,12889600.0,0.27992633517495397,0.43278084714548803,0.3231292517006803,1.0,1994,13,2006,anderga01,OF
412,108,417,67,124,31,1,16,80.0,1.0,0.0,27,54.0,9.0,0.0,0.0,6.0,8.0,1.0,85.0,85.0,2173.0,143.0,7.0,2.0,0.0,0.0,0.0,0.0,11600000.0,380000.0,13711200.0,449160.0,13711200.0,0.2973621103117506,0.49160671462829736,0.33555555555555555,0.9868421052631579,1994,14,2007,anderga01,OF
413,145,557,66,163,27,3,15,84.0,7.0,4.0,29,77.0,6.0,1.0,0.0,6.0,11.0,1.0,82.0,80.0,2068.0,144.0,9.0,0.0,2.0,0.0,0.0,0.0,12600000.0,390000.0,14338799.999999998,443819.99999999994,14338799.999999998,0.2926391382405745,0.4326750448833034,0.3254637436762226,1.0,1994,15,2008,anderga01,OF
414,135,496,52,133,27,0,13,61.0,1.0,0.0,27,73.0,2.0,2.0,0.0,9.0,11.0,1.0,124.0,123.0,3079.0,193.0,4.0,4.0,0.0,0.0,0.0,0.0,2500000.0,400000.0,2857500.0,457200.0,2857500.0,0.26814516129032256,0.4012096774193548,0.30337078651685395,0.9800995024875622,1994,16,2009,anderga01,OF
446,29,76,5,14,4,0,0,4.0,0.0,0.0,7,27.0,0.0,0.0,2.0,0.0,3.0,3.0,30.0,22.0,607.0,28.0,61.0,2.0,17.0,0.0,0.0,0.0,1600000.0,490000.0,1683200.0,515480.0,1683200.0,0.18421052631578946,0.23684210526315788,0.25301204819277107,0.978021978021978,2005,9,2013,andinro01,SS
458,158,629,85,180,31,9,3,62.0,21.0,10.0,57,96.0,0.0,5.0,17.0,3.0,15.0,1.0,153.0,150.0,3999.0,233.0,414.0,16.0,91.0,0.0,0.0,0.0,2625000.0,480000.0,2803500.0,512640.0,2803500.0,0.2861685214626391,0.3783783783783784,0.34870317002881845,0.975867269984917,2009,4,2012,andruel01,SS
459,156,620,91,168,17,4,4,67.0,42.0,8.0,52,97.0,1.0,4.0,16.0,6.0,19.0,1.0,146.0,145.0,3866.0,212.0,362.0,14.0,97.0,0.0,0.0,0.0,5050000.0,490000.0,5312600.0,515480.0,5312600.0,0.2709677419354839,0.33064516129032256,0.3284457478005865,0.9761904761904762,2009,5,2013,andruel01,SS
460,157,619,72,163,35,1,2,41.0,27.0,15.0,46,96.0,0.0,3.0,9.0,7.0,21.0,1.0,153.0,152.0,3928.0,237.0,371.0,18.0,94.0,0.0,0.0,0.0,6475000.0,500000.0,6701624.999999999,517499.99999999994,6701624.999999999,0.2633279483037157,0.33279483037156704,0.31407407407407406,0.9712460063897763,2009,6,2014,andruel01,SS
461,160,596,69,154,34,2,7,62.0,25.0,9.0,46,78.0,1.0,2.0,8.0,9.0,14.0,1.0,160.0,159.0,4214.0,248.0,516.0,22.0,114.0,0.0,0.0,0.0,15000000.0,507500.0,15510000.0,524755.0,15510000.0,0.25838926174496646,0.3573825503355705,0.3093415007656968,0.9720101781170484,2009,7,2015,andruel01,SS
462,147,506,75,153,31,7,8,69.0,24.0,8.0,47,70.0,2.0,4.0,4.0,7.0,18.0,1.0,147.0,146.0,3882.0,229.0,413.0,17.0,105.0,0.0,0.0,0.0,15333333.0,507500.0,15655332.992999999,518157.49999999994,15655332.992999999,0.30237154150197626,0.43873517786561267,0.3617021276595745,0.9742033383915023,2009,8,2016,andruel01,SS
468,122,372,50,86,21,2,11,38.0,4.0,3.0,26,99.0,4.0,3.0,0.0,3.0,5.0,1.0,101.0,90.0,2387.0,203.0,5.0,5.0,2.0,0.0,0.0,0.0,2825000.0,400000.0,3228975.0,457200.0,3228975.0,0.23118279569892472,0.3870967741935484,0.28465346534653463,0.9765258215962441,1999,11,2009,ankieri01,OF
469,74,211,31,49,13,1,6,24.0,3.0,1.0,26,71.0,2.0,2.0,0.0,1.0,3.0,3.0,70.0,57.0,1603.0,141.0,5.0,4.0,2.0,0.0,0.0,0.0,2750000.0,400000.0,3091000.0000000005,449600.00000000006,3091000.0000000005,0.23222748815165878,0.3886255924170616,0.32083333333333336,0.9733333333333334,1999,12,2010,ankieri01,OF
486,155,597,80,171,20,3,8,37.0,20.0,12.0,55,40.0,1.0,11.0,8.0,3.0,9.0,1.0,149.0,146.0,3892.0,290.0,9.0,3.0,0.0,0.0,0.0,0.0,1712500.0,490000.0,1801550.0,515480.0,1801550.0,0.2864321608040201,0.37018425460636517,0.35585585585585583,0.9900662251655629,2012,2,2013,aokino01,OF
487,132,491,63,140,22,6,1,43.0,17.0,8.0,43,49.0,0.0,6.0,8.0,1.0,5.0,1.0,120.0,119.0,2875.0,212.0,5.0,2.0,1.0,0.0,0.0,0.0,1950000.0,500000.0,2018249.9999999998,517499.99999999994,2018249.9999999998,0.285132382892057,0.3604887983706721,0.34935304990757854,0.9908675799086758,2012,3,2014,aokino01,OF
488,93,355,42,102,12,3,5,26.0,14.0,5.0,30,25.0,0.0,6.0,1.0,0.0,8.0,1.0,87.0,85.0,2189.0,136.0,4.0,0.0,0.0,0.0,0.0,0.0,4000000.0,507500.0,4136000.0,524755.0,4136000.0,0.28732394366197184,0.38028169014084506,0.35294117647058826,1.0,2012,4,2015,aokino01,OF
489,118,417,63,118,24,4,4,28.0,7.0,9.0,34,45.0,0.0,9.0,5.0,1.0,9.0,1.0,113.0,102.0,2675.0,188.0,5.0,1.0,2.0,0.0,0.0,0.0,5500000.0,507500.0,5615499.999999999,518157.49999999994,5615499.999999999,0.2829736211031175,0.38848920863309355,0.3492407809110629,0.9948453608247423,2012,5,2016,aokino01,OF
505,160,618,116,182,35,6,41,133.0,2.0,3.0,68,103.0,10.0,2.0,0.0,8.0,17.0,1.0,160.0,159.0,4132.0,99.0,378.0,13.0,39.0,0.0,0.0,0.0,5000000.0,507500.0,5105000.0,518157.49999999994,5105000.0,0.29449838187702265,0.56957928802589,0.3620689655172414,0.9734693877551021,2013,4,2016,arenano01,3B
511,63,203,20,36,9,0,10,35.0,0.0,0.0,10,62.0,0.0,7.0,0.0,2.0,6.0,3.0,45.0,42.0,1088.0,304.0,20.0,4.0,18.0,3.0,9.0,3.0,1800000.0,500000.0,1862999.9999999998,517499.99999999994,1862999.9999999998,0.17733990147783252,0.3694581280788177,0.23873873873873874,0.9878048780487805,2010,5,2014,arencjp01,1B
544,22,41,4,8,1,0,0,4.0,0.0,0.0,3,17.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,9.0,348.0,14.0,26.0,3.0,6.0,0.0,0.0,0.0,3000000.0,500000.0,3104999.9999999995,517499.99999999994,3104999.9999999995,0.1951219512195122,0.21951219512195122,0.24444444444444444,0.9302325581395349,2014,1,2014,arrueer01,SS
571,155,611,86,175,32,3,21,99.0,1.0,1.0,40,100.0,0.0,3.0,0.0,10.0,20.0,3.0,156.0,152.0,3999.0,601.0,225.0,15.0,78.0,0.0,0.0,0.0,4387500.0,390000.0,4992975.0,443819.99999999994,4992975.0,0.2864157119476268,0.45171849427168576,0.32831325301204817,0.9821640903686087,2003,6,2008,atkinga01,3B
572,126,354,37,80,12,1,9,48.0,0.0,0.0,41,58.0,2.0,2.0,0.0,2.0,8.0,2.0,106.0,86.0,2110.0,161.0,142.0,9.0,21.0,0.0,0.0,0.0,7050000.0,400000.0,8058150.0,457200.0,8058150.0,0.22598870056497175,0.3418079096045198,0.3082706766917293,0.9711538461538461,2003,7,2009,atkinga01,3B
573,44,140,5,30,7,0,1,9.0,0.0,0.0,12,30.0,0.0,0.0,0.0,0.0,7.0,1.0,30.0,30.0,778.0,242.0,16.0,1.0,24.0,0.0,0.0,0.0,4000000.0,400000.0,4496000.0,449600.00000000006,4496000.0,0.21428571428571427,0.2857142857142857,0.27631578947368424,0.9961389961389961,2003,8,2010,atkinga01,1B
585,156,636,114,206,37,5,37,97.0,1.0,3.0,47,83.0,2.0,0.0,3.0,3.0,14.0,1.0,149.0,146.0,3939.0,246.0,423.0,17.0,108.0,0.0,0.0,0.0,3250000.0,200000.0,4498000.0,276800.0,4498000.0,0.3238993710691824,0.5723270440251572,0.3688046647230321,0.9752186588921283,1995,7,2001,aurilri01,SS
586,133,538,76,138,35,2,15,61.0,1.0,2.0,37,90.0,0.0,4.0,3.0,7.0,15.0,1.0,131.0,130.0,3378.0,213.0,334.0,11.0,97.0,0.0,0.0,0.0,5250000.0,200000.0,7155750.000000001,272600.00000000006,7155750.000000001,0.25650557620817843,0.41263940520446096,0.3054607508532423,0.9802867383512545,1995,8,2002,aurilri01,SS
587,129,505,65,140,26,1,13,58.0,2.0,2.0,36,82.0,0.0,1.0,0.0,3.0,18.0,1.0,123.0,123.0,3192.0,173.0,316.0,13.0,80.0,0.0,0.0,0.0,6250000.0,300000.0,8324999.999999999,399599.99999999994,8324999.999999999,0.27722772277227725,0.4099009900990099,0.3247706422018349,0.9741035856573705,1995,9,2003,aurilri01,SS
588,124,399,49,98,21,2,6,44.0,1.0,0.0,37,71.0,1.0,4.0,7.0,3.0,12.0,9.0,116.0,105.0,2823.0,150.0,253.0,10.0,47.0,0.0,0.0,0.0,3150000.0,300000.0,4088700.0,389400.0,4088700.0,0.24561403508771928,0.3533834586466165,0.31376975169300225,0.9757869249394673,1995,10,2004,aurilri01,SS
591,99,329,40,83,19,2,5,33.0,0.0,0.0,22,45.0,1.0,4.0,0.0,3.0,8.0,4.0,98.0,81.0,2139.0,422.0,111.0,9.0,61.0,0.0,0.0,0.0,3500000.0,380000.0,4137000.0,449160.0,4137000.0,0.25227963525835867,0.3677811550151976,0.30446927374301674,0.9833948339483395,1995,13,2007,aurilri01,1B
592,140,407,33,115,21,1,10,52.0,1.0,1.0,30,56.0,4.0,1.0,0.0,2.0,11.0,3.0,146.0,99.0,2723.0,415.0,93.0,9.0,56.0,0.0,0.0,0.0,4500000.0,390000.0,5121000.0,443819.99999999994,5121000.0,0.28255528255528256,0.41277641277641275,0.33181818181818185,0.9825918762088974,1995,14,2008,aurilri01,1B
599,128,412,62,111,10,4,6,45.0,10.0,3.0,53,60.0,11.0,3.0,3.0,1.0,18.0,1.0,124.0,117.0,3163.0,850.0,58.0,7.0,10.0,4.0,56.0,31.0,1600000.0,170000.0,2406400.0,255680.0,2406400.0,0.26941747572815533,0.3567961165048544,0.35607675906183367,0.9923497267759562,1993,6,1998,ausmubr01,C
600,127,458,62,126,25,6,9,54.0,12.0,9.0,51,71.0,0.0,14.0,3.0,1.0,11.0,1.0,127.0,121.0,3242.0,754.0,56.0,2.0,5.0,7.0,59.0,35.0,2200000.0,200000.0,3236199.9999999995,294200.0,3236199.9999999995,0.27510917030567683,0.4148471615720524,0.36450381679389315,0.9975369458128078,1993,7,1999,ausmubr01,C
601,150,523,75,139,25,3,7,51.0,11.0,5.0,69,79.0,0.0,6.0,4.0,2.0,19.0,4.0,153.0,140.0,3703.0,900.0,68.0,8.0,9.0,3.0,42.0,38.0,4000000.0,200000.0,5692000.0,284600.0,5692000.0,0.26577437858508607,0.3652007648183556,0.3566666666666667,0.9918032786885246,1993,8,2000,ausmubr01,C
602,128,422,45,98,23,4,5,34.0,4.0,1.0,30,64.0,6.0,1.0,6.0,2.0,13.0,1.0,127.0,120.0,3170.0,948.0,62.0,3.0,9.0,1.0,45.0,41.0,4250000.0,200000.0,5882000.000000001,276800.0,5882000.000000001,0.23222748815165878,0.3412322274881517,0.2835164835164835,0.9970384995064165,1993,9,2001,ausmubr01,C
603,130,447,57,115,19,3,6,50.0,2.0,3.0,38,71.0,3.0,6.0,2.0,3.0,30.0,1.0,129.0,121.0,3237.0,942.0,65.0,3.0,9.0,2.0,65.0,31.0,5000000.0,200000.0,6815000.000000001,272600.00000000006,6815000.000000001,0.25727069351230425,0.3534675615212528,0.32186234817813764,0.997029702970297,1993,10,2002,ausmubr01,C
604,143,450,43,103,12,2,4,47.0,5.0,3.0,46,66.0,1.0,4.0,4.0,5.0,8.0,1.0,143.0,129.0,3474.0,982.0,76.0,3.0,13.0,3.0,68.0,37.0,5500000.0,300000.0,7325999.999999999,399599.99999999994,7325999.999999999,0.2288888888888889,0.2911111111111111,0.30297029702970296,0.9971724787935909,1993,11,2003,ausmubr01,C
606,134,387,35,100,19,0,3,47.0,5.0,3.0,51,48.0,8.0,5.0,7.0,1.0,17.0,3.0,136.0,118.0,3203.0,885.0,66.0,1.0,7.0,5.0,39.0,18.0,3000000.0,316000.0,3764999.9999999995,396579.99999999994,3764999.9999999995,0.25839793281653745,0.330749354005168,0.35135135135135137,0.9989495798319328,1993,13,2005,ausmubr01,C
608,117,349,38,82,16,3,3,25.0,6.0,1.0,37,74.0,3.0,6.0,4.0,1.0,11.0,4.0,122.0,102.0,2762.0,769.0,49.0,4.0,6.0,2.0,47.0,17.0,4000000.0,380000.0,4728000.0,449160.0,4728000.0,0.2349570200573066,0.3237822349570201,0.31806615776081426,0.9951338199513382,1993,15,2007,ausmubr01,C
609,81,216,15,47,8,0,3,24.0,0.0,2.0,25,41.0,3.0,2.0,6.0,1.0,4.0,4.0,81.0,62.0,1727.0,433.0,33.0,3.0,4.0,4.0,19.0,5.0,2000000.0,390000.0,2276000.0,443819.99999999994,2276000.0,0.2175925925925926,0.2962962962962963,0.30327868852459017,0.9936034115138592,1993,16,2008,ausmubr01,C
624,102,330,39,75,14,1,11,47.0,0.0,0.0,44,112.0,0.0,1.0,1.0,3.0,10.0,1.0,98.0,96.0,2510.0,815.0,29.0,6.0,4.0,9.0,73.0,15.0,2950000.0,490000.0,3103400.0,515480.0,3103400.0,0.22727272727272727,0.37575757575757573,0.31746031746031744,0.9929411764705882,2009,5,2013,avilaal01,C
625,124,390,44,85,22,0,11,47.0,0.0,3.0,61,151.0,1.0,3.0,1.0,2.0,6.0,2.0,123.0,116.0,3056.0,883.0,52.0,5.0,9.0,3.0,71.0,36.0,4150000.0,500000.0,4295250.0,517499.99999999994,4295250.0,0.21794871794871795,0.358974358974359,0.3267543859649123,0.9946808510638298,2009,6,2014,avilaal01,C
626,67,178,21,34,5,0,4,13.0,0.0,1.0,40,66.0,0.0,0.0,1.0,0.0,4.0,2.0,67.0,56.0,1499.0,411.0,27.0,1.0,15.0,2.0,21.0,11.0,5400000.0,507500.0,5583600.0,524755.0,5583600.0,0.19101123595505617,0.28651685393258425,0.3394495412844037,0.9977220956719818,2009,7,2015,avilaal01,C
627,57,169,19,36,6,0,7,11.0,0.0,0.0,38,78.0,0.0,1.0,0.0,1.0,3.0,1.0,54.0,52.0,1359.0,414.0,21.0,2.0,3.0,4.0,25.0,7.0,2500000.0,507500.0,2552500.0,518157.49999999994,2552500.0,0.21301775147928995,0.3727810650887574,0.3588516746411483,0.9954233409610984,2009,8,2016,avilaal01,C
634,124,361,54,91,15,0,9,46.0,8.0,5.0,15,41.0,0.0,3.0,7.0,8.0,11.0,4.0,119.0,86.0,2533.0,110.0,200.0,8.0,37.0,0.0,0.0,0.0,2250000.0,490000.0,2367000.0,515480.0,2367000.0,0.2520775623268698,0.3684210526315789,0.28165374677002586,0.9748427672955975,2008,6,2013,avilemi01,3B
635,113,344,38,85,16,1,5,39.0,14.0,5.0,13,49.0,0.0,1.0,11.0,5.0,10.0,4.0,117.0,88.0,2510.0,122.0,173.0,8.0,28.0,0.0,0.0,0.0,3500000.0,500000.0,3622499.9999999995,517499.99999999994,3622499.9999999995,0.24709302325581395,0.3430232558139535,0.2727272727272727,0.9735973597359736,2008,7,2014,avilemi01,3B
636,98,290,37,67,10,0,5,17.0,3.0,1.0,20,38.0,0.0,1.0,5.0,1.0,18.0,4.0,101.0,79.0,2102.0,101.0,127.0,10.0,21.0,0.0,0.0,0.0,3500000.0,507500.0,3619000.0,524755.0,3619000.0,0.23103448275862068,0.31724137931034485,0.28205128205128205,0.957983193277311,2008,8,2015,avilemi01,OF
637,68,167,17,35,5,1,1,6.0,2.0,2.0,9,27.0,0.0,2.0,3.0,0.0,5.0,4.0,64.0,43.0,1210.0,54.0,39.0,6.0,8.0,0.0,0.0,0.0,2000000.0,507500.0,2041999.9999999998,518157.49999999994,2041999.9999999998,0.20958083832335328,0.2694610778443114,0.25842696629213485,0.9393939393939394,2008,9,2016,avilemi01,OF
644,138,534,69,135,18,4,5,29.0,22.0,8.0,35,81.0,1.0,7.0,11.0,2.0,7.0,1.0,135.0,133.0,3539.0,198.0,344.0,21.0,59.0,0.0,0.0,0.0,2050000.0,400000.0,2304200.0,449600.00000000006,2304200.0,0.25280898876404495,0.3295880149812734,0.3062283737024221,0.9626998223801065,2006,5,2010,aybarer01,SS
645,143,556,71,155,33,8,10,59.0,30.0,6.0,31,68.0,1.0,6.0,9.0,3.0,13.0,1.0,142.0,142.0,3786.0,240.0,406.0,13.0,102.0,0.0,0.0,0.0,3000000.0,414000.0,3270000.0000000005,451260.00000000006,3270000.0000000005,0.2787769784172662,0.420863309352518,0.3221476510067114,0.9802731411229135,2006,6,2011,aybarer01,SS
646,141,517,67,150,31,5,8,45.0,20.0,4.0,22,61.0,1.0,5.0,7.0,2.0,11.0,1.0,139.0,137.0,3569.0,232.0,359.0,15.0,86.0,0.0,0.0,0.0,5075000.0,480000.0,5420100.0,512640.0,5420100.0,0.2901353965183752,0.4158607350096712,0.3241758241758242,0.9752475247524752,2006,7,2012,aybarer01,SS
647,138,550,68,149,33,5,6,54.0,12.0,7.0,23,59.0,1.0,3.0,8.0,5.0,14.0,1.0,138.0,138.0,3609.0,217.0,328.0,15.0,78.0,0.0,0.0,0.0,8750000.0,490000.0,9205000.0,515480.0,9205000.0,0.27090909090909093,0.38181818181818183,0.30120481927710846,0.9732142857142857,2006,8,2013,aybarer01,SS
648,156,589,77,164,30,4,7,68.0,16.0,9.0,36,62.0,4.0,5.0,3.0,8.0,10.0,1.0,155.0,154.0,4095.0,194.0,359.0,10.0,75.0,0.0,0.0,0.0,8500000.0,500000.0,8797500.0,517499.99999999994,8797500.0,0.27843803056027167,0.37860780984719866,0.3213166144200627,0.9822380106571936,2006,9,2014,aybarer01,SS
649,156,597,74,161,30,1,3,44.0,15.0,6.0,25,73.0,1.0,4.0,7.0,5.0,12.0,1.0,154.0,154.0,4007.0,244.0,359.0,17.0,71.0,0.0,0.0,0.0,8500000.0,507500.0,8789000.0,524755.0,8789000.0,0.2696817420435511,0.33835845896147404,0.3011093502377179,0.9725806451612903,2006,10,2015,aybarer01,SS
650,126,415,34,101,19,2,3,34.0,3.0,5.0,31,70.0,6.0,6.0,3.0,4.0,15.0,8.0,123.0,110.0,2976.0,132.0,282.0,13.0,54.0,0.0,0.0,0.0,8500000.0,507500.0,8678500.0,518157.49999999994,8678500.0,0.2433734939759036,0.3204819277108434,0.3026315789473684,0.9695550351288056,2006,11,2016,aybarer01,SS
675,103,442,81,139,32,2,19,80.0,8.0,2.0,10,45.0,1.0,6.0,3.0,8.0,10.0,1.0,102.0,102.0,2675.0,205.0,335.0,15.0,70.0,0.0,0.0,0.0,2358333.0,109000.0,3900682.782,180286.00000000003,3900682.782,0.31447963800904977,0.5248868778280543,0.33261802575107297,0.972972972972973,1990,5,1994,baergca01,2B
676,135,557,87,175,28,2,15,90.0,11.0,2.0,35,31.0,6.0,3.0,0.0,5.0,15.0,1.0,134.0,133.0,3495.0,231.0,444.0,19.0,99.0,0.0,0.0,0.0,3633333.0,109000.0,5846032.797,175381.0,5846032.797,0.3141831238779174,0.4524236983842011,0.355,0.9726224783861671,1990,6,1995,baergca01,2B
677,126,507,59,129,28,0,12,66.0,1.0,1.0,21,27.0,0.0,9.0,2.0,5.0,23.0,7.0,123.0,119.0,3112.0,294.0,320.0,19.0,72.0,0.0,0.0,0.0,4750000.0,122667.0,7424250.000000001,191728.521,7424250.000000001,0.25443786982248523,0.3806706114398422,0.2933579335793358,0.9699842022116903,1990,7,1996,baergca01,2B
678,133,467,53,131,25,1,9,52.0,2.0,6.0,20,54.0,1.0,3.0,3.0,5.0,13.0,1.0,131.0,122.0,3146.0,244.0,371.0,14.0,88.0,0.0,0.0,0.0,4750000.0,150000.0,7253250.0,229050.0,7253250.0,0.28051391862955033,0.3961456102783726,0.3111111111111111,0.9777424483306836,1990,8,1997,baergca01,2B
679,147,511,46,136,27,1,7,53.0,0.0,1.0,24,55.0,6.0,6.0,3.0,7.0,21.0,1.0,144.0,135.0,3494.0,289.0,340.0,9.0,97.0,0.0,0.0,0.0,4749999.0,170000.0,7143998.496,255680.0,7143998.496,0.26614481409001955,0.3639921722113503,0.3029197080291971,0.9858934169278997,1990,9,1998,baergca01,2B
695,110,400,104,147,32,2,39,116.0,15.0,4.0,65,65.0,14.0,4.0,0.0,10.0,12.0,2.0,110.0,108.0,2858.0,923.0,121.0,9.0,94.0,0.0,0.0,0.0,2525000.0,109000.0,4176350.0000000005,180286.00000000003,4176350.0000000005,0.3675,0.75,0.4509394572025052,0.9914529914529915,1991,4,1994,bagweje01,1B
696,114,448,88,130,29,0,21,87.0,12.0,5.0,79,102.0,12.0,6.0,0.0,6.0,9.0,1.0,114.0,114.0,3145.0,1004.0,129.0,7.0,81.0,0.0,0.0,0.0,6875000.0,109000.0,11061875.0,175381.0,11061875.0,0.29017857142857145,0.4955357142857143,0.39888682745825604,0.993859649122807,1991,5,1995,bagweje01,1B
697,162,568,111,179,48,2,31,120.0,21.0,7.0,135,114.0,20.0,10.0,0.0,6.0,15.0,1.0,162.0,162.0,4290.0,1336.0,136.0,16.0,117.0,0.0,0.0,0.0,4875000.0,122667.0,7619625.000000001,191728.521,7619625.000000001,0.31514084507042256,0.5704225352112676,0.4506258692628651,0.989247311827957,1991,6,1996,bagweje01,1B
698,162,566,109,162,40,2,43,135.0,31.0,10.0,127,122.0,27.0,16.0,0.0,8.0,10.0,1.0,159.0,156.0,4170.0,1404.0,137.0,11.0,140.0,0.0,0.0,0.0,8040000.0,150000.0,12277080.0,229050.0,12277080.0,0.2862190812720848,0.5918727915194346,0.42538354253835425,0.9929123711340206,1991,7,1997,bagweje01,1B
